id,rank,symbol,name,supply,maxSupply,marketCapUsd,volumeUsd24Hr,priceUsd,changePercent24Hr,vwap24Hr,explorer
maker,47,MKR,Maker,888906.1473143700000000,1005577.0000000000000000,1784593723.1925538277282469,86902082.2258387555113590,2007.6289590124923637,12.4590200140626024,1887.7977573131961267,https://etherscan.io/token/Maker
quant,48,QNT,Quant,12072738.0000000000000000,14881364.0000000000000000,1748896993.1594672592857070,24544413.3118423357154668,144.8633270397707015,6.2214492950482476,143.1381023511167357,https://etherscan.io/token/0x4a220e6096b25eadb88358cb44068a3248254675
eos,49,EOS,EOS,1533108523.2353000000000000,,1736321413.9498706131496522,168523793.4431498323150078,1.1325495799121467,9.5581075869587502,1.0893633641248452,https://bloks.io/
kucoin-token,50,KCS,KuCoin Token,120225681.1460797300000000,200000000.0000000000000000,1626579807.5039018809378664,2093039.7688860590064100,13.5293873322084375,5.9894369459181863,13.1158683662133090,https://etherscan.io/token/0xf34960d9d60be18cc1d5afc1a6f012a723a28811
raydium,51,RAY,Raydium,290912824.2632580000000000,,1623905020.9253523994526360,156072305.6747235606464474,5.5821018720571061,11.1857029177958898,5.4786289609889226,https://explorer.solana.com/address/4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R
flow,52,FLOW,Flow,1550566851.9342105000000000,,1592557612.4163979506114516,27809266.1735003210616386,1.0270809094298690,14.7239376285483962,0.9665862725988704,https://flowscan.org/
arweave,53,AR,Arweave,65652466.0000000000000000,66000000.0000000000000000,1579561963.3321194972250264,66770596.2998661299052945,24.0594460432319404,10.3789584907771518,23.3349393047263521,https://viewblock.io/arweave
tezos,54,XTZ,Tezos,1018064165.5280490000000000,,1547185360.7427673717106496,51387296.0940239765124631,1.5197326584422840,9.5803602035532641,1.4661555259929224,https://tzkt.io/
iota,55,IOTA,IOTA,3554846536.0000000000000000,,1544525056.5914633071696544,66303987.8244644311695591,0.4344843134436404,18.3550091227502397,0.4020205359256277,https://thetangle.org/
helium,56,HNT,Helium,174579202.3258144300000000,,1464409241.8536429704105230,10201413.4391939802451207,8.3882227799428190,4.7052176459197009,8.2884181610894509,https://explorer.helium.com/
curve-dao-token,57,CRV,Curve DAO Token,1251138652.0000000000000000,,1443419687.4039028309256600,151405180.6612476885277296,1.1536848334887050,12.1061213905477896,1.1092841969506324,https://etherscan.io/token/0xD533a949740bb3306d119CC777fa900bA034cd52
neo,58,NEO,Neo,70538831.0000000000000000,100000000.0000000000000000,1372602974.0059983741848970,43140753.5015314159724641,19.4588279185686870,14.9701418901753701,18.3274387957065177,https://neotracker.io
bitcoin-sv,59,BSV,Bitcoin SV,19796175.0000000000000000,,1345854131.8588950077765250,17396854.8617684410266809,67.9855644769201630,6.6012216772547241,66.6619789978215244,https://bsvexplorer.io/
aioz-network,60,AIOZ,AIOZ Network,1142844180.2933786000000000,,1327521508.8040668097628464,10725238.4585200506399342,1.1615944952909327,2.9740306470174641,1.1541514957082698,https://etherscan.io/token/0x626e8036deb333b408be468f951bdb42433cbf18
decentraland,61,MANA,Decentraland,1942255184.1130493000000000,,1304891631.8503523247760887,69109913.1856671139365796,0.6718435571823403,13.5873101357901898,0.6454293426284119,https://etherscan.io/token/decentraland
axie-infinity,62,AXS,Axie Infinity,155730796.5223977000000000,,1282937499.4519232486011438,48756227.7122993334597116,8.2381746456129317,12.3336744208976504,7.8819163516150997,https://etherscan.io/token/0xf5d669627376ebd411e34b98f19c868c8aba5ada
polygon,63,MATIC,Polygon,1960849041.9974961000000000,,1271098560.9792599061236017,17648381.4182325331910049,0.6482388668147576,11.8397483868339414,0.6296387066259556,https://etherscan.io/token/0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0
elrond-egld,64,EGLD,MultiversX,24184559.1898415400000000,31415926.0000000000000000,1184863603.8282343359792348,22351516.2922085059484268,48.9925656501493463,12.2792410109555563,46.4705797542616054,https://explorer.elrond.com/
gatetoken,65,GT,GateToken,88716264.8361822200000000,,1125193351.1757500408318303,8549131.4136109696867356,12.6830559565763968,6.6466899501465399,12.3249849430845221,
xinfin-network,66,XDC,XinFin Network,12293293518.5500000000000000,,1115212071.0130517996655514,5279777.7865396006451691,0.0907171108645742,-1.4054946927093268,0.0921987931753007,https://etherscan.io/token/0x41ab1b6fcbb2fa9dced81acbdec13ea6315f2bf2
chiliz,67,CHZ,Chiliz,9206791217.0000000000000000,,1112548056.3916129394593181,90815428.5322960909011344,0.1208399354530093,20.0983991044419574,0.1151875884493266,https://etherscan.io/token/0x3506424f91fd33084466f402d5d97f05f8e3b4af
zcash,68,ZEC,Zcash,16328268.7500000000000000,21000000.0000000000000000,1082595946.6288292641646719,113860558.2268825556512789,66.3019431639884825,11.7969015747006978,62.9496142747422278,https://explorer.zcha.in/
ftx-token,69,FTT,FTX Token,328895103.8132070000000000,,1061669894.9737467997769867,55670444.8771833509014118,3.2279893578978683,4.7732837111542361,3.3025283408016846,https://etherscan.io/token/0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9
superfarm,70,SUPER,SuperVerse,487976093.4169172600000000,1000000000.0000000000000000,1053562743.5657103486748404,20328295.4279216881255337,2.1590458175695236,14.6365287562968929,2.0607879090817941,https://etherscan.io/token/0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55
pancakeswap,71,CAKE,PancakeSwap,288118809.2928471000000000,450000000.0000000000000000,1052063330.4497665681587622,56705934.4480849225926423,3.6514913171824125,10.0967309825912898,3.5150318259157515,https://bscscan.com/token/0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82
conflux-network,72,CFX,Conflux,4724398048.5600000000000000,,1040263353.4861013192539016,75152271.8437897240003870,0.2201896078174815,11.3030970887804521,0.2113810286978593,http://www.confluxscan.io/
pendle,73,PENDLE,Pendle,164658320.4152704500000000,,1035686861.2708034433140217,9788254.4844684646236530,6.2899151324924702,9.0368546708971634,6.1129965531774829,https://etherscan.io/token/0x808507121b80c02388fad14726482e061b8da827
akash-network,74,AKT,Akash Network,248285794.6611410000000000,388539008.0000000000000000,1026944776.9537371498988607,5866567.3161180586375319,4.1361398800737085,11.4389797403618168,3.9944468643010427,https://akash.bigdipper.live/
mina,75,MINA,Mina,1192860413.8400393000000000,,994648443.7017829068645905,34748448.1136640658622966,0.8338347321794549,12.4198956288279817,0.7926704935020795,https://minaexplorer.com/
nexo,76,NEXO,Nexo,646145839.5746847000000000,,974032642.9929794071280799,521667.0061937367881755,1.5074501503160974,2.8891957843617357,1.4887591751738885,https://etherscan.io/token/0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206
